seed,optimizer,steps,train_seconds,seconds_per_step,peak_train_memory_gib,trainable_parameters,total_parameters,first_batch_ce,last_batch_ce
21,adamw,128,44.32269438100002,0.34627104985156265,2.9586710929870605,540672,494573440,0.7143531031906605,0.5024119913578033
21,ivon,128,50.44954929400001,0.39413710385937506,2.9639010429382324,540672,494573440,1.4008322954177856,1.3560032844543457
42,adamw,128,51.728818634999925,0.4041313955859369,2.961426258087158,540672,494573440,0.8991735875606537,0.2788582071661949
42,ivon,128,52.57464709099986,0.4107394303984364,2.963900089263916,540672,494573440,1.302835464477539,0.5741143524646759
87,adamw,128,51.94486500999983,0.4058192578906237,2.961426258087158,540672,494573440,0.38857706636190414,0.10205820808187127
87,ivon,128,52.08298818200001,0.40689834517187506,2.9643235206604004,540672,494573440,1.063514769077301,0.6433025002479553
